,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
0,55810,300803.XSHE,2024-12-31,2025-01-25,2024-12-31,0.2544,96522200.0,-97512384.0,147968487.0,5.0598,4.6871,1.278,8.6004,88.6596,106.3786,6.7292,6.8152,52.6171,29.5827,1.2737,-96.3307,146.1753,92.6343,100.8581,292.913,-4592.1175,37.3704,,22.7461,,62.8057,,43.5087,,43.5028,
1,55811,300708.XSHE,2024-12-31,2025-01-25,2024-12-31,0.2892,185732675.2,220461756.47,-7433373.36,6.9854,6.6333,4.1739999999999995,7.0878,13.6956,92.01100000000001,7.7592,7.0878,0.7659999999999999,1.5665,-1.5530000000000002,104.1717,-3.5124,94.9587,112.5175,19.0064,237.9068,11.2309,,11.2309,,170.8043,,61.4422,,61.4422,
2,55816,603535.XSHG,2024-12-31,2025-02-20,2024-12-31,0.5929,205449888.77,256203671.81,1834770.59,8.0677,8.0989,4.5021,15.235999999999999,32.8636,80.9634,17.1091,15.235999999999999,2.9586,4.8687,3.8637,113.4051,0.8121,100.3866,89.4605,11.0259,57.9196,9.8259,,9.8259,,20.7094,,24.7768,,24.5269,
3,55817,301522.XSHE,2024-12-31,2025-02-25,2024-12-31,0.4345,130041225.95,135354508.63,4321011.89,10.7475,8.6499,4.8113,6.4412,13.9133,94.6041,7.006,6.4412,0.9993,2.0258,1.0513,77.1928,2.4643,80.4832,96.9458,3.2971,61.104,23.2892,,23.2892,,6.4595,,7.1419,,7.1419,
4,55818,603050.XSHG,2024-12-31,2025-02-25,2024-12-31,0.6526,141765711.15,220953653.57,1666888.5,10.9657,8.7413,3.4468,4.4003,21.6446,94.6093,4.3587,4.4003,6.3135,3.4074,0.8017,123.7326,0.9334,79.7151,90.0721,2.4017,44.553000000000004,4.9754,,4.9754,,-46.1038,,-40.9363,,-40.5385,
5,55819,300033.XSHE,2024-12-31,2025-02-25,2024-12-31,3.3915,1764896337.92,1868498124.36,20973456.19,23.8441,23.0807,17.5135,43.5483,89.4096,55.3716,46.9785,43.5483,14.1411,5.2875,-4.9184,95.0917,1.0674,96.7986,116.6388,55.305,123.9234,17.465999999999998,,17.465999999999998,,30.1012,,30.0042,,30.0041,
6,55820,600535.XSHG,2024-12-31,2025-02-25,2024-12-31,0.6396,1035706322.69,1441353015.45,-213447906.03,7.8741,8.5343,5.4215,10.1087,67.1428,83.0392,12.6607,10.1087,35.1641,4.0644,-0.2963,134.871,-19.9729,108.3844,108.9049,23.7059,139.7686,-2.0276,,-2.0276,,-12.3756,,-15.5005,,-10.7823,
7,55824,603196.XSHG,2024-12-31,2025-02-26,2024-12-31,-0.6693,-165577514.78,-25707740.7,238864.88,-22.1019,-23.0713,-14.4465,-18.3388,55.5636,102.9688,-16.9923,-18.3388,39.0003,14.6498,0.8744,17.3483,-0.1612,104.3857,124.8266,11.4029,-384.0837,-15.6812,,-15.6812,,-676.5184,,-1029.917,,-1028.8745,
8,55825,002188.XSHE,2024-12-31,2025-02-26,2024-12-31,0.0216,26012421.06,39929614.7,0.0,3.264,11.9917,1.6725,1.8932,22.5338,88.9988,9.7927,1.8932,1.1417,9.8498,-0.2443,244.41099999999997,0.0,367.3965,97.0155,-7.0138,-63.7552,6.8015,,6.8015,,-28.6422,,-65.693,,-64.9838,
9,55826,002315.XSHE,2024-12-31,2025-02-26,2024-12-31,1.4222,437549981.54,465978863.01,22958528.08,18.125,17.5772,11.1906,27.3795,80.3854,72.0774,29.8164,27.2473,36.0348,9.7254,-3.1262,93.9493,4.6288,96.9777,118.8543,42.3049,151.5075,9.3183,,9.3082,,25.5009,,18.8884,,19.089000000000002,
10,55827,688082.XSHG,2024-12-31,2025-02-27,2024-12-31,2.6284,1108846723.27,1311165095.95,56492225.54,16.3296,15.7017,10.5399,20.5276,48.8643,76.6603,23.1397,20.5276,7.5159,5.332999999999999,-0.4764,100.807,4.3433,96.1549,99.4731,21.6483,92.7528,44.4765,,44.4765,,34.8605,,26.6514,,26.6513,
11,55828,002675.XSHE,2024-12-31,2025-02-27,2024-12-31,0.2229,79274001.79,219884675.98,-12916535.71,3.9721,1.7129,1.692,4.9295,47.1397,92.3357,7.6964,4.9295,14.4572,11.0442,2.6921,100.3568,-5.8952,43.1245,99.0436,10.009,130.5915,-12.4162,,-12.4162,,-35.3731,,-44.3683,,-12.3537,
12,55829,600506.XSHG,2024-12-31,2025-02-28,2024-12-31,0.1635,19148742.98,19917762.67,141419.73,7.4267,4.5309,1.5388,1.3565,20.3995,99.1392,1.7732,1.3565,9.3342,4.8833,2.5532,47.8941,0.3401,61.0074,105.8268,18.494,2148.4566,3.3491,,3.3491,,164.2126,,164.0765,,164.0765,
13,55830,600359.XSHG,2024-12-31,2025-02-28,2024-12-31,0.0834,17861411.45,54325284.65,0.0,4.8309,2.7108,2.6223,5.8245,23.0245,90.4996,4.6218,5.8245,1.7951,7.8635,0.4459,167.7161,0.0,56.1123,97.6883,14.3267,150.8011,4.2573,,4.2573,,-62.3837,,-51.4493,,-53.8075,
14,55831,600816.XSHG,2024-12-31,2025-02-28,2024-12-31,0.0054,83670493.81,54063900.67,21789353.49,0.3969,0.6247,0.2246,1106.893,98.4904,82.5788,54.4241,16.7093,,77.1067,,102.5253,69.2174,157.3846,,84.9813,487.8038,-7.1508,,,,-37.6158,,22.9413,,25.1498,
15,55832,300842.XSHE,2024-12-31,2025-02-28,2024-12-31,2.5584,439103856.09,535476137.56,-155395178.12,24.0198,29.3009,4.7237,2.2489,9.3846,96.5117,2.2754,2.2489,1.2936,0.4608,0.8312,146.817,-42.6063,121.9863,98.1535,6.1151,175.3025,59.8548,,59.8548,,-14.4206,,-8.5902,,-6.6588,
16,55833,600299.XSHG,2024-12-31,2025-02-28,2024-12-31,0.4491,1346220882.0,1865551111.0,-131237310.0,7.8767,8.8048,5.5081,7.76,30.2138,87.9907,11.1073,7.76,8.6976,5.8357,0.361,118.4851,-8.3352,111.7821,101.9393,18.956,157.8445,17.829,,17.829,,2423.5399,,2188.2701,,2208.6628,
17,55834,002818.XSHE,2024-12-31,2025-02-28,2024-12-31,0.9222,681709696.12,796447165.44,48065726.86,11.7567,11.6111,9.9667,49.1374,67.2429,44.2998,58.8719,49.1374,0.3632,4.5419,-0.0543,95.1139,5.7401,98.7617,98.5864,57.0493,102.42200000000001,-6.1802,,-6.1802,,-12.7991,,-14.9385,,-14.3888,
18,55835,001207.XSHE,2024-12-31,2025-02-28,2024-12-31,1.3449,269861969.91,303342090.94,-7057379.97,15.0149,14.8886,10.709000000000001,12.1079,19.2456,86.61200000000001,13.831,12.1079,0.8074,1.7076,-0.7725,97.1431,-2.2601,99.15899999999999,67.6052,8.8417,66.042,18.2122,,18.2122,,63.1686,,61.0158,,61.463,
19,55836,605077.XSHG,2024-12-31,2025-02-28,2024-12-31,0.8777,259209019.09,265110902.49,18035441.81,8.4791,8.1862,4.0819,9.5708,21.7713,90.5602,10.3027,9.5708,1.8617,4.7646,0.2983,92.5126,6.2936,96.5455,99.1079,5.2163,55.2585,0.925,,0.925,,-32.2518,,-27.8194,,-27.7205,
20,55837,688486.XSHG,2024-12-31,2025-02-28,2024-12-31,1.4119,111425364.58,115536156.91,24884415.15,10.0942,7.7885,9.6632,30.9894,55.4847,75.207,31.8823,30.9894,2.3759,5.9237,0.1438,75.54,16.27,77.1583,99.9159,25.0831,101.1701,44.2075,,44.2075,,44.5201,,40.6211,,40.6211,
21,55838,002162.XSHE,2024-12-31,2025-02-28,2024-12-31,-0.1599,-167586639.58,-25064559.26,-5841234.69,-16.1767,-18.4266,-6.7934,-12.459000000000001,21.3247,102.0815,-9.1463,-12.459000000000001,13.8539,6.1806,1.6426,22.4954,5.2425,113.90799999999999,104.266,6.8288,-328.07,-5.7894,,-5.7894,,-361.3392,,-412.3359,,-393.8741,
22,55840,603009.XSHG,2024-12-31,2025-02-28,2024-12-31,0.21100000000000002,54958707.9,93617575.86,-1699642.98,4.386,3.3743,2.1829,3.6653,18.4511,95.3735,3.9228,3.6653,1.6555,5.1249,1.4198,110.7405,-2.0105,76.9344,75.4192,12.0264,259.9461,7.5696,,7.5696,,33.6043,,50.245,,40.4319,
23,55841,688100.XSHG,2024-12-31,2025-02-28,2024-12-31,1.2827,610186963.39,676506211.91,15276060.36,20.061,19.4094,13.6938,22.9861,39.7402,75.3529,26.4322,22.9861,4.573,1.9405,-0.9491,93.2923,2.1066,96.7522,84.0664,17.2632,70.0414,23.3467,,23.3467,,20.5711,,19.8671,,20.0682,
24,55842,002138.XSHE,2024-12-31,2025-02-28,2024-12-31,1.032,781112982.61,1072826712.56,-5541262.09,13.6112,12.7774,7.5198,16.1151,36.4961,81.807,18.5022,16.1151,1.7486,5.1538,1.499,99.0379,-0.5115,93.8743,101.5675,24.2701,133.4033,16.9924,,16.9924,,29.2145,,28.4129,,29.9056,
25,55843,002271.XSHE,2024-12-31,2025-02-28,2024-12-31,0.0444,123619631.71,1550501670.49,-65411763.0,0.4058,0.4638,0.1575,0.2691,25.799,94.4735,2.1373,0.2691,10.2529,6.3576,0.5985,289.9251,-12.2312,114.2793,105.4775,12.3235,222.9887,-14.5233,,-14.5233,,-79.663,,-96.6982,,-95.2416,
26,55845,688041.XSHG,2024-12-31,2025-03-01,2024-12-31,0.8308,1815777649.92,2674719529.47,6797001.09,9.9137,9.3222,10.5591,29.6541,63.7202,70.8069,30.438000000000002,29.6541,1.9156,1.5482,-1.9864,96.06,0.2441,94.0335,117.2948,10.6643,36.5302,52.3977,,52.3977,,66.0365,,59.7096,,52.8676,
27,55846,000063.XSHE,2024-12-31,2025-03-01,2024-12-31,1.7612,6179069000.0,7667262000.0,-512737000.0,11.9656,8.776,4.0931,6.8885,37.9127,93.679,7.7018,6.8885,7.3377,3.6909,-0.2181,83.0725,-5.5554,73.3439,105.4675,9.4641,149.7255,-2.3759,,-2.3759,,-8.9312,,-9.5796,,-9.661,
28,55851,300353.XSHE,2024-12-31,2025-03-04,2024-12-31,0.0628,9234351.08,-43228312.62,958031.34,1.8023,0.4308,1.1157,4.1293,47.0573,104.2004,4.6867,4.1293,14.4566,14.6599,2.4104,-100.4786,2.2268,23.9025,96.5861,3.0295,-72.1236,-11.5153,,-11.5153,,-80.5602,,-83.7158,,-85.1569,
29,55852,688568.XSHG,2024-12-31,2025-03-04,2024-12-31,0.6473,239541958.54,555558230.37,-8479416.21,9.5004,6.4707,7.3452,16.1436,49.5888,82.9449,15.8101,16.1436,7.5634,9.2797,0.0274,100.8931,-1.5399,68.11,75.357,-2.4914,-14.607999999999999,29.4893,,29.4893,,16.3092,,9.1265,,2.6709,
30,55853,000429.XSHE,2024-12-31,2025-03-04,2024-12-31,0.7471,1644578715.04,2581116819.06,305484195.94,15.3785,16.1903,9.6,46.0166,64.3083,43.5192,60.7399,46.0166,,4.4506,2.7581,93.0437,11.012,105.2785,103.8413,71.2567,126.161,-6.3365,,-6.3365,,-7.2755,,-7.047000000000001,,-4.3878,
31,55855,603019.XSHG,2024-12-31,2025-03-05,2024-12-31,1.3061,1371680480.29,1412572488.06,563123157.65,9.7877,7.0249,5.843,15.1618,29.1612,89.2561,17.3971,15.1618,5.8791,2.6843,-0.4039,61.669,24.5844,71.7724,114.2468,20.7019,192.685,-8.3955,,-8.3955,,5.1377,,6.1519,,4.0989,
32,55858,603759.XSHG,2024-12-31,2025-03-06,2024-12-31,0.6601,271849850.4,394471526.68,9971380.44,11.4886,10.2459,5.1374,21.7468,48.9378,74.0242,23.7028,21.7468,1.5936,13.5257,6.0146,104.2794,2.636,89.18299999999999,83.0697,30.1066,115.9022,18.9485,,18.9485,,27.1408,,39.4826,,25.9687,
33,55859,603103.XSHG,2024-12-31,2025-03-07,2024-12-31,-0.152,-223337035.7,-192491445.62,22248467.33,-7.686,-17.8111,-2.2634,-4.8885,3.2061,109.7638,-5.53,-4.8885,1.0293,3.6559,4.2793,225.9045,-26.1104,231.7343,130.1464,23.7724,-243.4741,-16.0691,,-16.0691,,-169.9427,,-158.1092,,-158.1092,
34,55860,000534.XSHE,2024-12-31,2025-03-07,2024-12-31,0.3778,160423440.22,181161201.24,513554.19,14.9838,12.4714,5.2636,17.2968,75.0371,83.2082,20.7131,17.2968,24.9288,12.7188,3.5097,80.5277,0.2283,83.2328,95.21700000000001,10.5905,63.0691,9.9268,,9.9268,,-8.399,,-1.1703,,9.1675,
35,55861,600113.XSHG,2024-12-31,2025-03-08,2024-12-31,0.3197,113050563.94,160179763.79,7464738.25,5.6827,4.769,3.2781,16.6619,38.7619,77.8305,22.8896,16.6619,4.5806,10.6475,-0.6853,97.7855,4.5569999999999995,83.9214,111.227,16.0313,72.3124,-18.4351,,-18.4351,,-35.1965,,-42.4727,,-34.9384,
36,55862,603303.XSHG,2024-12-31,2025-03-08,2024-12-31,0.7282,298995195.88,389892989.81,14043685.72,9.8532,8.4828,5.9688,7.777,19.2104,91.2012,7.6952,7.777,3.7693,4.7359,-2.4744,99.4792,3.5832,86.0921,99.5427,13.2081,150.112,-5.6589,,-5.6589,,-6.9216,,-8.8325,,-7.5311,
37,55863,600151.XSHG,2024-12-31,2025-03-08,2024-12-31,-0.0496,-167697125.85,-171368017.59,90405022.56,-1.4529,-3.4236,-0.922,-1.6543,9.5006,103.204,-1.3793,-1.6543,2.0344,5.5871,1.4192,268.8835,-141.8492,235.6457,92.809,-3.9882,124.4787,-42.0241,,-42.0241,,76.6083,,82.0437,,83.2934,
38,55864,002668.XSHE,2024-12-31,2025-03-08,2024-12-31,0.9402,997684481.83,2295114444.48,74794021.05,53.2186,52.0927,14.132,10.5695,23.0282,87.4999,12.2306,10.5695,3.4861,3.9201,-0.8419,102.5186,3.3409,97.8845,99.8988,12.2367,97.89299999999999,20.9567,,20.9567,,25.6618,,26.2027,,29.5774,
39,55865,000795.XSHE,2024-12-31,2025-03-08,2024-12-31,0.2184,212879864.76,320015422.8,8867512.91,9.1966,7.9055,5.7275,6.175,20.7107,92.0171,6.8219,6.175,2.5667,5.6851,-0.8852,118.3512,3.2795,85.9606,99.5237,14.5922,182.7936,-0.6664,,-0.6664,,143.942,,160.4129,,176.5185,
40,55866,600605.XSHG,2024-12-31,2025-03-08,2024-12-31,0.461,17353466.54,31638166.43,3673772.48,7.1048,1.2964,6.0388,69.6606,44.2188,76.8257,24.9984,69.6606,5.5361,24.311999999999998,-10.8534,26.4086,3.0665,18.2471,96.8901,53.0543,228.9363,5.0292,,5.0292,,92.35700000000001,,75.6222,,68.4601,
41,55867,605499.XSHG,2024-12-31,2025-03-08,2024-12-31,6.3974,3262248937.81,3958628947.05,128264436.09,47.4852,46.5651,17.7949,21.0017,44.8094,75.0068,26.1684,21.0017,16.9272,2.6874,-1.203,96.38,3.1228,98.0624,128.9875,36.5519,146.2478,40.6299,,40.6299,,60.1306,,63.0784,,63.0921,
42,55868,600830.XSHG,2024-12-31,2025-03-08,2024-12-31,0.11699999999999999,49401758.76,158550376.75,-497840.34,2.4807,2.3048,1.7027,22.7512,68.6085,61.2117,26.8194,18.6572,9.609,18.133,-1.6527,144.7262,-0.4544,92.9096,91.8781,-162.4013,-418.6862,55.6292,,80.3643,,24.7222,,101.5573,,139.5343,
43,55873,001376.XSHE,2024-12-31,2025-03-11,2024-12-31,0.4149,172488196.46,233667656.85,1019569.94,18.2878,16.4956,12.3411,16.8786,31.6387,79.3668,22.2435,16.8786,0.2336,9.3056,0.639,91.7789,0.4005,90.1998,102.2599,28.5107,138.1788,4.6482,,4.6482,,39.3783,,45.7864,,45.6103,
44,55874,002245.XSHE,2024-12-31,2025-03-11,2024-12-31,0.4235,429202170.01,552350884.88,31374751.7,7.2948,6.417999999999999,4.8687,8.0456,17.6278,91.8245,8.8353,8.0456,0.8747,1.7327,0.2981,86.9191,4.9372,87.9802,76.6726,16.1824,197.938,29.3831,,29.3831,,244.8328,,171.9822,,246.43400000000003,
45,55875,600433.XSHG,2024-12-31,2025-03-11,2024-12-31,0.1044,51075362.32,-31644985.94,156987367.83,4.0319,1.1209,1.4125,2.0076,9.4393,100.417,2.5031,2.0076,0.9267,2.7761,0.9101,-17.9438,89.0173,27.8011,95.336,3.8704,-928.1158,2.4994,,2.4994,,184.5518,,180.3185,,497.315,
46,55876,301277.XSHE,2024-12-31,2025-03-11,2024-12-31,0.62,160586969.82,188130742.83,13747427.64,11.6132,10.7409,10.1081,23.8165,40.5515,74.1023,27.3378,23.8165,0.7834,5.7723,-0.3884,95.3282,6.966,92.4884,52.9618,17.4495,67.3784,11.5131,,11.5131,,8.664,,10.0571,,9.215,
